state	yr	qtr	index_nsa	index_sa	Warning
GA	1999	4	143.00	142.69	
GA	2000	1	144.92	144.83	
GA	2000	2	148.16	147.59	
GA	2000	3	150.15	149.37	
GA	2000	4	152.10	151.73	
GA	2001	1	153.82	153.75	
GA	2001	2	156.56	155.98	
GA	2001	3	158.25	157.42	
GA	2001	4	159.51	159.09	
GA	2002	1	161.49	161.48	
GA	2002	2	162.60	161.97	
GA	2002	3	164.86	163.96	
GA	2002	4	166.91	166.44	
GA	2003	1	168.08	168.18	
GA	2003	2	169.43	168.70	
GA	2003	3	171.34	170.37	
GA	2003	4	171.59	171.09	
GA	2004	1	172.52	172.82	
GA	2004	2	175.62	174.71	
GA	2004	3	177.94	176.85	
GA	2004	4	179.38	178.90	
GA	2005	1	181.00	181.59	
GA	2005	2	185.64	184.46	
GA	2005	3	188.71	187.35	
GA	2005	4	191.60	191.31	
GA	2006	1	192.75	193.58	
GA	2006	2	196.72	195.36	
GA	2006	3	198.25	196.37	
GA	2006	4	199.69	199.73	
GA	2007	1	199.26	200.44	
GA	2007	2	203.62	201.99	
GA	2007	3	201.33	198.93	
GA	2007	4	197.08	197.57	
GA	2008	1	192.59	193.93	
GA	2008	2	191.41	189.76	
GA	2008	3	188.10	185.44	
GA	2008	4	175.92	176.61	
GA	2009	1	176.94	178.49	
GA	2009	2	174.41	172.65	
GA	2009	3	177.76	175.01	
GA	2009	4	170.42	171.35	
GA	2010	1	163.33	164.83	
GA	2010	2	168.51	166.72	
GA	2010	3	161.32	158.73	
GA	2010	4	152.85	153.78	
GA	2011	1	150.14	151.58	
GA	2011	2	149.41	147.60	
GA	2011	3	150.53	148.32	
GA	2011	4	149.71	150.68	
GA	2012	1	146.99	148.24	
GA	2012	2	156.10	154.11	
GA	2012	3	159.16	157.16	
GA	2012	4	159.26	160.17	
GA	2013	1	163.84	165.08	
GA	2013	2	171.54	169.21	
GA	2013	3	176.14	174.35	
GA	2013	4	176.10	177.07	
GA	2014	1	182.55	183.59	
GA	2014	2	185.89	183.40	
GA	2014	3	187.09	185.47	
GA	2014	4	189.00	189.99	
GA	2015	1	191.52	192.42	
GA	2015	2	200.04	197.29	
GA	2015	3	201.78	200.29	
HI	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	2	97.10	97.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	3	100.10	99.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1991	4	98.78	98.61	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	1	102.71	102.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	2	97.47	98.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	3	102.53	102.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1992	4	102.58	102.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	1	101.32	101.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	2	102.94	103.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	3	99.53	99.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1993	4	100.86	100.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	1	98.45	98.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	2	99.95	100.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	3	100.00	99.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1994	4	98.89	98.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	1	99.07	99.53	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	2	95.40	95.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	3	95.53	95.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1995	4	95.42	95.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	1	89.92	90.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	2	93.91	93.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	3	89.68	89.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1996	4	89.87	89.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	1	82.75	83.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	2	83.14	82.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	3	83.26	83.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1997	4	82.54	82.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	1	83.66	84.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	2	85.32	85.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	3	82.47	82.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1998	4	83.10	82.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	1	84.51	85.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	2	82.80	82.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	3	83.15	83.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	1999	4	85.86	85.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	1	89.55	90.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	2	89.50	89.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	3	89.87	89.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2000	4	92.82	92.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	1	95.77	96.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	2	98.53	98.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	3	100.12	99.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2001	4	101.67	101.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	1	102.35	102.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	2	108.13	108.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	3	111.76	111.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2002	4	113.68	114.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	1	117.80	118.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	2	119.85	119.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	3	130.12	129.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2003	4	137.46	138.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	1	142.41	142.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	2	153.31	153.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	3	165.79	165.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2004	4	169.09	169.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	1	179.61	179.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	2	193.76	194.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	3	205.33	204.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2005	4	203.53	204.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	1	214.74	214.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	2	211.73	212.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	3	211.46	210.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2006	4	212.82	214.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	1	216.94	217.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	2	214.62	214.60	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	3	215.11	213.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2007	4	208.06	209.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	1	208.59	208.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	2	207.38	207.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	3	198.86	197.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2008	4	200.69	202.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	1	196.33	196.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	2	182.67	182.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	3	186.52	185.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2009	4	180.39	182.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	1	179.75	179.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	2	179.23	178.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	3	175.34	174.34	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2010	4	175.35	176.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	1	160.18	160.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	2	171.87	171.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	3	174.13	173.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2011	4	167.89	169.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	1	171.94	172.42	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	2	184.91	184.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	3	182.79	181.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2012	4	187.07	188.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	1	194.14	194.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	2	193.40	192.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	3	201.89	200.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2013	4	200.66	202.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	1	212.77	213.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	2	199.38	198.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	3	218.15	216.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2014	4	212.94	215.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	1	215.90	216.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	2	219.94	219.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI	2015	3	223.39	221.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA	1991	1	100.00	100.00	
IA	1991	2	101.34	100.77	
IA	1991	3	102.59	101.48	
IA	1991	4	103.21	102.73	
IA	1992	1	103.81	103.82	
IA	1992	2	106.74	106.15	
IA	1992	3	108.47	107.26	
IA	1992	4	109.00	108.52	
IA	1993	1	110.96	110.98	
IA	1993	2	113.11	112.49	
IA	1993	3	116.12	114.77	
IA	1993	4	118.29	117.83	
IA	1994	1	119.08	119.09	
IA	1994	2	120.73	120.03	
IA	1994	3	123.34	121.91	
IA	1994	4	123.08	122.65	
IA	1995	1	123.74	123.75	
IA	1995	2	126.45	125.66	
IA	1995	3	128.99	127.51	
IA	1995	4	129.15	128.75	
IA	1996	1	130.41	130.44	
IA	1996	2	132.35	131.38	
IA	1996	3	133.98	132.54	
IA	1996	4	133.67	133.28	
IA	1997	1	134.23	134.27	
IA	1997	2	136.75	135.62	
IA	1997	3	137.67	136.29	
IA	1997	4	138.31	137.94	
IA	1998	1	139.82	139.84	
IA	1998	2	142.71	141.42	
IA	1998	3	144.33	142.99	
IA	1998	4	146.78	146.37	
IA	1999	1	146.66	146.67	
IA	1999	2	150.58	149.20	
IA	1999	3	151.80	150.42	
IA	1999	4	152.78	152.33	
IA	2000	1	153.93	153.96	
IA	2000	2	156.64	155.21	
IA	2000	3	158.68	157.22	
IA	2000	4	158.08	157.59	
IA	2001	1	159.54	159.61	
IA	2001	2	162.34	160.90	
IA	2001	3	163.58	162.03	
IA	2001	4	164.19	163.64	
IA	2002	1	164.62	164.76	
IA	2002	2	168.02	166.50	
IA	2002	3	169.97	168.36	
IA	2002	4	170.79	170.17	
IA	2003	1	171.54	171.79	
IA	2003	2	174.30	172.67	
IA	2003	3	176.49	174.80	
IA	2003	4	176.68	176.03	
IA	2004	1	177.66	178.00	
IA	2004	2	182.15	180.42	
IA	2004	3	183.77	181.91	
IA	2004	4	185.80	185.18	
IA	2005	1	184.92	185.37	
IA	2005	2	190.99	189.14	
IA	2005	3	191.01	188.94	
IA	2005	4	191.67	191.08	
IA	2006	1	192.97	193.57	
IA	2006	2	196.87	194.99	
IA	2006	3	198.26	195.84	
IA	2006	4	196.84	196.31	
IA	2007	1	197.54	198.40	
IA	2007	2	200.64	198.65	
IA	2007	3	202.70	200.00	
IA	2007	4	198.99	198.48	
IA	2008	1	197.34	198.51	
IA	2008	2	199.29	197.23	
IA	2008	3	198.80	195.87	
IA	2008	4	197.27	196.90	
IA	2009	1	193.49	194.86	
IA	2009	2	196.46	194.27	
IA	2009	3	199.30	196.26	
IA	2009	4	195.91	195.58	
IA	2010	1	193.59	195.14	
IA	2010	2	198.48	196.13	
IA	2010	3	194.31	191.29	
IA	2010	4	194.66	194.44	
IA	2011	1	187.70	189.20	
IA	2011	2	193.74	191.38	
IA	2011	3	195.67	192.67	
IA	2011	4	193.17	192.99	
IA	2012	1	195.37	196.83	
IA	2012	2	198.06	195.71	
IA	2012	3	200.03	196.95	
IA	2012	4	199.07	198.97	
IA	2013	1	198.78	200.03	
IA	2013	2	205.85	203.59	
IA	2013	3	207.95	204.76	
IA	2013	4	207.27	207.11	
IA	2014	1	207.28	208.48	
IA	2014	2	210.67	208.53	
IA	2014	3	214.28	210.98	
IA	2014	4	212.39	212.16	
IA	2015	1	212.99	214.17	
IA	2015	2	218.04	215.94	
IA	2015	3	221.30	217.88	
ID	1991	1	100.00	100.00	
ID	1991	2	101.57	100.74	
ID	1991	3	103.67	102.49	
ID	1991	4	106.35	105.36	
ID	1992	1	107.10	107.12	
ID	1992	2	110.20	109.29	
ID	1992	3	112.39	111.07	
ID	1992	4	114.98	113.95	
ID	1993	1	116.60	116.66	
ID	1993	2	119.08	118.06	
ID	1993	3	124.62	123.08	
ID	1993	4	125.38	124.35	
ID	1994	1	126.19	126.26	
ID	1994	2	130.73	129.59	
ID	1994	3	133.56	131.82	
ID	1994	4	133.64	132.66	
ID	1995	1	134.30	134.38	
ID	1995	2	136.13	134.87	
ID	1995	3	137.60	135.74	
ID	1995	4	137.41	136.58	
ID	1996	1	136.93	136.94	
ID	1996	2	138.80	137.46	
ID	1996	3	139.85	137.96	
ID	1996	4	140.02	139.31	
ID	1997	1	139.19	139.11	
ID	1997	2	141.13	139.67	
ID	1997	3	142.73	140.87	
ID	1997	4	142.05	141.45	
ID	1998	1	142.69	142.51	
ID	1998	2	144.97	143.39	
ID	1998	3	145.89	144.06	
ID	1998	4	145.19	144.67	
ID	1999	1	146.38	146.16	
ID	1999	2	149.20	147.46	
ID	1999	3	149.90	148.04	
ID	1999	4	150.43	150.02	
ID	2000	1	151.33	151.06	
ID	2000	2	153.23	151.39	
ID	2000	3	152.84	150.88	
ID	2000	4	155.15	154.82	
ID	2001	1	156.26	156.04	
ID	2001	2	159.18	157.23	
ID	2001	3	160.33	158.12	
ID	2001	4	159.11	158.93	
ID	2002	1	159.65	159.44	
ID	2002	2	163.95	161.98	
ID	2002	3	165.51	163.05	
ID	2002	4	165.35	165.24	
ID	2003	1	168.01	167.89	
ID	2003	2	171.01	168.86	
ID	2003	3	175.19	172.55	
ID	2003	4	174.76	174.68	
ID	2004	1	178.15	178.09	
ID	2004	2	186.74	184.27	
ID	2004	3	193.26	190.48	
ID	2004	4	193.94	193.78	
ID	2005	1	201.84	201.86	
ID	2005	2	210.48	207.47	
ID	2005	3	220.67	217.71	
ID	2005	4	229.41	229.21	
ID	2006	1	236.79	236.81	
ID	2006	2	250.43	246.63	
ID	2006	3	253.62	250.46	
ID	2006	4	258.49	258.08	
ID	2007	1	260.49	260.86	
ID	2007	2	267.88	263.47	
ID	2007	3	265.67	262.40	
ID	2007	4	261.86	261.24	
ID	2008	1	260.00	261.01	
ID	2008	2	254.96	250.55	
ID	2008	3	248.26	244.82	
ID	2008	4	236.45	235.77	
ID	2009	1	236.23	237.98	
ID	2009	2	237.28	232.99	
ID	2009	3	228.20	224.40	
ID	2009	4	218.94	218.44	
ID	2010	1	207.09	209.24	
ID	2010	2	208.75	204.90	
ID	2010	3	203.00	198.98	
ID	2010	4	192.14	191.91	
ID	2011	1	178.89	181.16	
ID	2011	2	183.01	179.50	
ID	2011	3	189.45	185.30	
ID	2011	4	184.04	184.03	
ID	2012	1	187.02	189.63	
ID	2012	2	201.33	197.32	
ID	2012	3	206.56	201.84	
ID	2012	4	206.29	206.55	
ID	2013	1	209.59	212.51	
ID	2013	2	218.76	214.20	
ID	2013	3	225.11	220.04	
ID	2013	4	220.57	221.06	
ID	2014	1	223.07	226.00	
ID	2014	2	232.35	227.36	
ID	2014	3	233.25	228.18	
ID	2014	4	232.06	232.68	
ID	2015	1	232.72	235.63	
ID	2015	2	247.80	242.30	
ID	2015	3	251.98	246.77	
IL	1991	1	100.00	100.00	
IL	1991	2	100.88	100.35	
IL	1991	3	101.90	101.17	
IL	1991	4	102.56	102.30	
IL	1992	1	103.31	103.34	
IL	1992	2	104.93	104.36	
IL	1992	3	105.61	104.83	
IL	1992	4	106.95	106.69	
IL	1993	1	107.34	107.42	
IL	1993	2	109.02	108.37	
IL	1993	3	110.88	110.05	
IL	1993	4	110.93	110.68	
IL	1994	1	112.68	112.84	
IL	1994	2	114.73	113.99	
IL	1994	3	115.66	114.75	
IL	1994	4	115.79	115.57	
IL	1995	1	115.97	116.17	
IL	1995	2	118.32	117.51	
IL	1995	3	119.42	118.47	
IL	1995	4	119.24	119.02	
IL	1996	1	120.00	120.25	
IL	1996	2	122.07	121.22	
IL	1996	3	122.58	121.57	
IL	1996	4	122.67	122.45	
IL	1997	1	122.43	122.71	
IL	1997	2	124.29	123.43	
IL	1997	3	125.14	124.10	
IL	1997	4	124.93	124.68	
IL	1998	1	125.38	125.69	
IL	1998	2	127.21	126.37	
IL	1998	3	128.91	127.78	
IL	1998	4	130.00	129.76	
IL	1999	1	130.99	131.31	
IL	1999	2	133.81	132.94	
IL	1999	3	136.16	134.92	
IL	1999	4	137.07	136.83	
IL	2000	1	138.45	138.83	
IL	2000	2	142.07	141.12	
IL	2000	3	144.96	143.60	
IL	2000	4	145.90	145.68	
IL	2001	1	148.12	148.59	
IL	2001	2	152.08	151.00	
IL	2001	3	154.88	153.39	
IL	2001	4	155.68	155.47	
IL	2002	1	157.68	158.25	
IL	2002	2	162.15	160.93	
IL	2002	3	165.11	163.52	
IL	2002	4	166.78	166.57	
IL	2003	1	168.58	169.25	
IL	2003	2	173.72	172.32	
IL	2003	3	176.81	175.13	
IL	2003	4	178.97	178.73	
IL	2004	1	180.49	181.29	
IL	2004	2	185.89	184.29	
IL	2004	3	189.45	187.71	
IL	2004	4	190.63	190.31	
IL	2005	1	192.76	193.75	
IL	2005	2	198.76	196.97	
IL	2005	3	202.39	200.53	
IL	2005	4	204.15	203.70	
IL	2006	1	205.84	207.11	
IL	2006	2	211.16	209.23	
IL	2006	3	211.94	209.82	
IL	2006	4	210.71	210.19	
IL	2007	1	212.90	214.56	
IL	2007	2	213.86	211.83	
IL	2007	3	211.94	209.56	
IL	2007	4	208.74	208.17	
IL	2008	1	203.00	205.03	
IL	2008	2	202.96	200.99	
IL	2008	3	198.47	195.80	
IL	2008	4	192.64	192.20	
IL	2009	1	186.09	188.42	
IL	2009	2	186.93	185.00	
IL	2009	3	188.12	185.08	
IL	2009	4	182.76	182.56	
IL	2010	1	178.38	181.04	
IL	2010	2	182.35	180.31	
IL	2010	3	179.78	176.38	
IL	2010	4	174.73	174.82	
IL	2011	1	167.96	170.88	
IL	2011	2	169.49	167.29	
IL	2011	3	171.12	167.59	
IL	2011	4	164.87	165.18	
IL	2012	1	162.91	166.06	
IL	2012	2	169.07	166.59	
IL	2012	3	171.11	167.44	
IL	2012	4	165.80	166.27	
IL	2013	1	166.01	169.46	
IL	2013	2	175.73	172.88	
IL	2013	3	177.75	173.89	
IL	2013	4	176.10	176.69	
IL	2014	1	172.94	176.65	
IL	2014	2	181.98	178.87	
IL	2014	3	184.41	180.44	
IL	2014	4	181.53	182.13	
IL	2015	1	179.82	183.78	
IL	2015	2	188.45	185.11	
IL	2015	3	190.80	186.79	
IN	1991	1	100.00	100.00	
IN	1991	2	100.59	99.74	
IN	1991	3	100.94	100.33	
IN	1991	4	101.56	101.20	
IN	1992	1	102.11	102.12	
IN	1992	2	104.48	103.60	
IN	1992	3	105.36	104.71	
IN	1992	4	106.00	105.63	
IN	1993	1	106.83	106.85	
IN	1993	2	109.08	108.14	
IN	1993	3	110.18	109.49	
IN	1993	4	111.64	111.24	
IN	1994	1	112.39	112.44	
IN	1994	2	114.40	113.41	
IN	1994	3	115.21	114.48	
IN	1994	4	116.24	115.80	
IN	1995	1	118.06	118.15	
IN	1995	2	119.17	118.14	
IN	1995	3	120.75	120.00	
IN	1995	4	121.31	120.82	
IN	1996	1	122.13	122.24	
IN	1996	2	124.82	123.77	
IN	1996	3	125.83	125.01	
IN	1996	4	126.50	125.99	
IN	1997	1	126.05	126.13	
IN	1997	2	128.26	127.25	
IN	1997	3	128.89	128.00	
IN	1997	4	129.56	129.09	
IN	1998	1	130.02	130.02	
IN	1998	2	132.29	131.33	
IN	1998	3	133.16	132.19	
IN	1998	4	134.80	134.38	
IN	1999	1	135.26	135.16	
IN	1999	2	136.91	135.98	
IN	1999	3	138.86	137.80	
IN	1999	4	138.58	138.24	
IN	2000	1	140.80	140.61	
IN	2000	2	141.98	141.06	
IN	2000	3	143.44	142.26	
IN	2000	4	142.65	142.38	
IN	2001	1	144.08	143.90	
IN	2001	2	145.66	144.70	
IN	2001	3	146.38	145.09	
IN	2001	4	147.57	147.35	
IN	2002	1	147.97	147.88	
IN	2002	2	149.45	148.37	
IN	2002	3	150.52	149.15	
IN	2002	4	149.80	149.57	
IN	2003	1	151.38	151.50	
IN	2003	2	153.45	152.19	
IN	2003	3	154.98	153.49	
IN	2003	4	155.17	154.96	
IN	2004	1	155.08	155.42	
IN	2004	2	159.29	157.84	
IN	2004	3	160.74	159.05	
IN	2004	4	160.14	160.03	
IN	2005	1	160.79	161.32	
IN	2005	2	163.80	162.18	
IN	2005	3	164.90	162.95	
IN	2005	4	165.73	165.83	
IN	2006	1	164.98	165.65	
IN	2006	2	168.47	166.66	
IN	2006	3	169.50	167.40	
IN	2006	4	167.58	167.75	
IN	2007	1	168.14	169.00	
IN	2007	2	171.29	169.32	
IN	2007	3	171.46	169.25	
IN	2007	4	165.93	166.07	
IN	2008	1	164.78	165.85	
IN	2008	2	165.08	163.06	
IN	2008	3	165.43	163.30	
IN	2008	4	158.57	158.54	
IN	2009	1	158.39	159.71	
IN	2009	2	161.81	159.73	
IN	2009	3	160.18	158.12	
IN	2009	4	159.91	159.67	
IN	2010	1	156.42	157.97	
IN	2010	2	160.23	158.12	
IN	2010	3	159.95	157.94	
IN	2010	4	157.09	156.62	
IN	2011	1	153.69	155.41	
IN	2011	2	158.40	156.35	
IN	2011	3	159.21	157.14	
IN	2011	4	158.83	158.30	
IN	2012	1	154.99	156.77	
IN	2012	2	160.92	158.94	
IN	2012	3	160.67	158.43	
IN	2012	4	160.99	160.54	
IN	2013	1	161.22	163.00	
IN	2013	2	165.97	164.04	
IN	2013	3	169.25	166.72	
IN	2013	4	167.92	167.65	
IN	2014	1	166.60	168.27	
IN	2014	2	171.89	170.02	
IN	2014	3	174.38	171.65	
IN	2014	4	172.68	172.53	
IN	2015	1	173.71	175.35	
IN	2015	2	178.55	176.69	
IN	2015	3	181.18	178.25	
KS	1991	1	100.00	100.00	
KS	1991	2	99.62	99.37	
KS	1991	3	99.66	98.97	
KS	1991	4	100.66	100.56	
KS	1992	1	101.27	101.28	
KS	1992	2	101.67	101.38	
KS	1992	3	103.73	103.02	
KS	1992	4	104.03	103.94	
KS	1993	1	104.82	104.89	
KS	1993	2	106.68	106.32	
KS	1993	3	109.04	108.27	
KS	1993	4	110.23	110.15	
KS	1994	1	111.96	112.10	
KS	1994	2	114.79	114.33	
KS	1994	3	116.00	115.17	
KS	1994	4	116.22	116.16	
KS	1995	1	118.07	118.27	
KS	1995	2	120.14	119.60	
KS	1995	3	121.93	121.07	
KS	1995	4	122.98	122.93	
KS	1996	1	123.63	123.83	
KS	1996	2	126.10	125.51	
KS	1996	3	127.42	126.55	
KS	1996	4	126.81	126.76	
KS	1997	1	127.31	127.49	
KS	1997	2	130.03	129.43	
KS	1997	3	132.25	131.35	
KS	1997	4	133.26	133.23	
KS	1998	1	135.37	135.54	
KS	1998	2	136.73	136.07	
KS	1998	3	138.99	138.07	
KS	1998	4	142.23	142.22	
KS	1999	1	143.92	144.12	
KS	1999	2	146.07	145.29	
KS	1999	3	147.47	146.53	
KS	1999	4	146.94	146.94	
KS	2000	1	149.36	149.63	
KS	2000	2	152.02	151.08	
KS	2000	3	153.78	152.83	
KS	2000	4	153.68	153.72	
KS	2001	1	154.76	155.14	
KS	2001	2	158.92	157.78	
KS	2001	3	160.17	159.19	
KS	2001	4	161.64	161.71	
KS	2002	1	161.76	162.32	
KS	2002	2	165.00	163.60	
KS	2002	3	166.11	165.11	
KS	2002	4	166.82	166.94	
KS	2003	1	168.06	168.74	
KS	2003	2	170.48	168.88	
KS	2003	3	173.29	172.26	
KS	2003	4	173.15	173.31	
KS	2004	1	174.85	175.64	
KS	2004	2	179.75	177.98	
KS	2004	3	179.90	178.80	
KS	2004	4	180.34	180.55	
KS	2005	1	181.41	182.30	
KS	2005	2	186.20	184.28	
KS	2005	3	187.09	185.95	
KS	2005	4	187.53	187.72	
KS	2006	1	190.45	191.47	
KS	2006	2	193.40	191.43	
KS	2006	3	195.30	194.09	
KS	2006	4	195.22	195.22	
KS	2007	1	195.80	197.07	
KS	2007	2	200.62	198.57	
KS	2007	3	200.42	199.19	
KS	2007	4	198.66	198.31	
KS	2008	1	195.88	197.56	
KS	2008	2	198.92	196.89	
KS	2008	3	195.70	194.37	
KS	2008	4	194.89	194.27	
KS	2009	1	193.48	195.63	
KS	2009	2	194.60	192.54	
KS	2009	3	195.69	194.18	
KS	2009	4	196.24	195.45	
KS	2010	1	187.40	189.91	
KS	2010	2	196.36	194.23	
KS	2010	3	191.65	189.83	
KS	2010	4	189.13	188.50	
KS	2011	1	181.09	183.74	
KS	2011	2	187.65	185.47	
KS	2011	3	188.62	186.59	
KS	2011	4	186.80	186.49	
KS	2012	1	185.49	188.18	
KS	2012	2	190.71	188.42	
KS	2012	3	193.54	191.20	
KS	2012	4	192.17	192.41	
KS	2013	1	187.02	189.40	
KS	2013	2	197.15	194.74	
KS	2013	3	198.91	196.42	
KS	2013	4	195.75	196.47	
KS	2014	1	199.61	201.71	
KS	2014	2	205.40	202.93	
KS	2014	3	205.00	202.40	
KS	2014	4	203.48	204.61	
KS	2015	1	205.77	207.56	
KS	2015	2	210.65	208.10	
KS	2015	3	213.97	211.36	
KY	1991	1	100.00	100.00	
